LIDNUM|NAME|LATSTR|LAT|LONGSTR|LONG|MAX_AGE|BFA_MAX|FRAC_MAX|MIN_AGE|BFA_MIN|FRAC_MIN|CHRON|COUNTRY|STATE|COUNTY|APNUMSPM|GENERAL|ORDER|FAMILY|GENUS|SPECIES|UNIQUE|SVLENGTH|BODYMASS|SXDIMSZE|SXDIMDIS|TSHM|TCRWNHT|CROWNTYP|DIET_1|DIET_2|DIET_3|LOCOMO1|LOCOMO2|LOCOMO3|SIDNUM
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Amphicyonidae|Pseudocyon|sansaniensis|0|1m-2m|130000|0|0|cso|0|0|a|carnivore|m/bone|te|surficial|gen_quad|20001
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Felidae|Pseudaelurus|quadridentatus|0|10cm-1m|30000|0|0|csp|0|0|a|carnivore|meat_only|te|scansorial|gen_quad|20007
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Felidae|Pseudaelurus|lorteti|0|10cm-1m|15000|0|0|csp|0|0|a|carnivore|meat_only|te|scansorial|gen_quad|20008
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Amphicyonidae|Pseudocyon|steinheimensis|0|1m-2m|126000|0|0|cso|0|0|a|carnivore|m/bone|te|surficial|gen_quad|20010
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Amphicyonidae|Amphicyonopsis|serus|0|2m-5m|200000|0|0|cso|0|0|a|carnivore|0|0|0|0|20011
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Ursidae|Hemicyon|goeriachensis|0|1m-2m|120000|0|0|cso|0|0|a|carnivore|meat|te|surficial|cursorial|20012
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Ursidae|Ursavus|cf. intermedius|0|10cm-1m|70000|0|0|bun|0|0|o|omnivore|anim_dom|te|surficial|gen_quad|20013
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Nimravidae|Sansanosmilus|jourdani|0|1m-2m|80000|0|0|csp|0|0|a|carnivore|meat_only|te|surficial|gen_quad|20014
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Mustelidae|Melidellavus|leptorhynchus|0|10cm-1m|2100|0|0|cso|0|0|o|omnivore|0|te|0|0|20021
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Viverridae|Semigenetta|sansaniensis|0|10cm-1m|5000|0|0|cso|0|0|a|invert|mixed|te|scansorial|0|20023
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Mustelidae|Paralutra|jaegeri|0|10cm-1m|5500|0|0|cso|0|0|a|piscivore|0|sa|0|0|20026
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Mustelidae|Ischyrictis|mustelinus|0|10cm-1m|8000|0|0|cso|0|0|a|carnivore|meat|te|0|gen_quad|20027
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Mustelidae|Martes|cf. filholi|0|10cm-1m|2000|0|0|cso|0|0|a|carnivore|meat|te|scansorial|gen_quad|20028
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Mustelidae|Proputorius|sp.|Steinheim|10cm-1m|0|0|0|cso|0|0|o|omnivore|0|te|0|0|20029
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Mustelidae|Trochotherium|cyamoides|0|10cm-1m|7500|0|0|cso|0|0|a|invert|mixed|te|0|0|20030
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Mustelidae|Trocharion|albanense|0|10cm-1m|1300|0|0|cso|0|0|a|invert|mixed|te|0|0|20031
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Carnivora|Felidae|Pseudaelurus|romieviensis|0|10cm-1m|5000|0|0|csp|0|0|a|carnivore|meat_only|te|scansorial|gen_quad|20073
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Suidae|Listriodon|splendens|0|1m-2m|91000|0|y|bil|bra|L2202|p|herbivore|browse|te|surficial|gen_quad|20200
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Suidae|Parachleuastochoerus|steinheimensis|0|10cm-1m|73000|0|0|bun|bra|R2200|o|omnivore|plant_dom|te|surficial|gen_quad|20204
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Palaeochoeridae|Taucanamo|grandaevum|0|10cm-1m|11000|0|0|bun|bra|S2200|o|omnivore|plant_dom|te|surficial|gen_quad|20217
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Perissodactyla|Rhinocerotidae|Brachypotherium|brachypus|0|2m-5m|1600000|0|0|ect|bra|L2212|p|herbivore|br/gr|te|surficial|graviportal|20224
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Perissodactyla|Rhinocerotidae|Alicornops|simorrensis|0|2m-5m|650000|0|0|ect|bra|L2212|p|herbivore|browse|te|surficial|cursorial|20230
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Perissodactyla|Rhinocerotidae|Dicerorhinus|steinheimensis|0|2m-5m|359000|0|0|ect|mes|L2212|p|herbivore|browse|te|surficial|gen_quad|20242
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Perissodactyla|Equidae|Anchitherium|aurelianense|0|1m-2m|0|0|0|ect|bra|L2212|p|herbivore|browse|te|surficial|cursorial|20298
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Insectivora|Erinaceidae|Galerix|socialis|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20342
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Insectivora|Erinaceidae|Mioechinus|intermedius|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20353
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Insectivora|Soricidae|indet.|indet.|Soricidae|0|50|0|0|dil|bra|0|a|invert|0|te|scansorial|0|20372
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Insectivora|Talpidae|Proscapanus|sansaniensis|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20380
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Muridae|Anomalomys|gaudryi|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20481
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Muridae|Democricetodon|gaillardi|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20584
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Muridae|Democricetodon|mutilus|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20588
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Muridae|Eumyarion|cf. latior|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20597
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Gliridae|Miodyromys|aegercii|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20604
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Gliridae|Myoglis|meini|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20607
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Gliridae|Microdyromys|complicatus|0|0|0|0|0|0|0|0|o|omnivore|0|0|0|0|20612
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Muridae|Megacricetodon|minor|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20673
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Muridae|Megacricetodon|gregarius|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20679
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Sciuridae|Spermophilinus|bredai|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20844
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Tragulidae|Dorcatherium|naui|0|10cm-1m|36000|0|0|bus|bra|S2200|p|herbivore|browse|te|surficial|0|20851
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Palaeomerycidae|Palaeomeryx|eminens|0|1m-2m|0|0|0|sel|bra|L2220|p|herbivore|0|te|surficial|0|20859
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Moschidae|Micromeryx|flourensianus|0|10cm-1m|4000|0|0|sel|bra|L2220|p|herbivore|browse|te|surficial|0|20862
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Cervidae|Heteroprox|larteti|0|10cm-1m|35000|0|0|sel|bra|L2220|p|herbivore|browse|te|surficial|0|20880
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Cervidae|Euprox|furcatus|0|10cm-1m|50000|0|0|sel|bra|L2220|p|herbivore|browse|te|surficial|0|20882
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Proboscidea|Gomphotheriidae|Gomphotherium|angustidens|0|2m-5m|0|0|0|bun|bra|RMM00|p|herbivore|br/gr|te|surficial|graviportal|21270
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Lagomorpha|Ochotonidae|Prolagus|oeningensis|0|0|0|0|0|lam|hyp|0|p|herbivore|0|0|0|0|21322
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Lagomorpha|Ochotonidae|Lagopsis|verus|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|21323
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Lagomorpha|Ochotonidae|Eurolagus|fontannesi|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|21324
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Chiroptera|Vespertilionidae|indet.|indet.|Vespertilionidae|0|0|0|0|0|0|0|a|0|0|ae|0|0|21325
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Chiroptera|Vespertilionidae|Eptesicus|campanensis|0|0|0|0|0|0|0|0|a|0|0|ae|0|0|21326
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Chiroptera|indet.|indet.|indet.|Chiroptera|0|0|0|0|dil|mes|0|a|invert|0|ae|pow_flight|0|21327
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Artiodactyla|Palaeomerycidae|Palaeomeryx|cf. magnus|0|1m-2m|0|0|0|sel|bra|L2220|p|herbivore|0|te|surficial|0|24209
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Proboscidea|Gomphotheriidae|Gomphotherium|steinheimense|0|2m-5m|0|0|0|bun|bra|RMM00|p|herbivore|0|te|surficial|graviportal|24523
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Perissodactyla|Chalicotheriidae|Metaschizotherium|fraasi|0|2m-5m|0|0|0|ect|0|0|p|herbivore|0|te|surficial|0|24539
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Castoridae|Chalicomys|jaegeri|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|24560
20001|Steinheim|48 42 0 N|48.700001|10 3 0 E|10.05|12.5|MN7-8|0|11.2|MN7-8|0|0|Germany|0|0|50000|n|Rodentia|Muridae|Collimys|transversus|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|24669
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Amphicyonidae|Amphicyon|major|0|1m-2m|183000|y|0|cso|0|0|a|carnivore|m/bone|te|surficial|gen_quad|20000
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Amphicyonidae|Pseudocyon|sansaniensis|0|1m-2m|130000|0|0|cso|0|0|a|carnivore|m/bone|te|surficial|gen_quad|20001
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Amphicyonidae|Pseudarctos|bavaricus|0|10cm-1m|9000|0|0|cso|0|0|o|omnivore|anim_dom|te|surficial|gen_quad|20002
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|indet.|Alopecocyon|leptorhynchus|0|10cm-1m|5000|0|0|cso|0|0|o|omnivore|plant_dom|te|0|gen_quad|20003
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Ursidae|Hemicyon|sansaniensis|0|2m-5m|225000|0|0|cso|0|0|a|carnivore|meat|te|surficial|cursorial|20004
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Ursidae|Plithocyon|armagnacensis|0|1m-2m|116000|0|0|cso|0|0|a|carnivore|meat|te|surficial|cursorial|20005
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Ursidae|cf. Hemicyon|indet.|Sansan|0|0|0|0|cso|0|0|a|carnivore|meat|te|surficial|cursorial|20006
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Felidae|Pseudaelurus|quadridentatus|0|10cm-1m|30000|0|0|csp|0|0|a|carnivore|meat_only|te|scansorial|gen_quad|20007
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Felidae|Pseudaelurus|lorteti|0|10cm-1m|15000|0|0|csp|0|0|a|carnivore|meat_only|te|scansorial|gen_quad|20008
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Nimravidae|Sansanosmilus|palmidens|0|10cm-1m|40000|0|0|csp|0|0|a|carnivore|meat_only|te|surficial|gen_quad|20009
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Mustelidae|Ischyrictis|zibethoides|0|10cm-1m|15000|0|0|cso|0|0|a|carnivore|meat|te|surficial|0|20016
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Mustelidae|Martes|sansaniensis|0|10cm-1m|6000|0|0|cso|0|0|a|carnivore|meat|te|scansorial|gen_quad|20017
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Mustelidae|Proputorius|sansaniensis|0|10cm-1m|6000|0|0|cso|0|0|o|omnivore|anim_dom|te|scansorial|gen_quad|20018
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Mustelidae|indet.|indet.|Mustelinae|0|9000|0|0|cso|0|0|0|0|0|0|0|0|20019
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Mustelidae|Taxodon|sansaniensis|0|10cm-1m|3000|0|0|cso|0|0|o|omnivore|plant_dom|te|surficial|gen_quad|20020
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Mustelidae|Melidellavus|leptorhynchus|0|10cm-1m|2100|0|0|cso|0|0|o|omnivore|0|te|0|0|20021
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Mustelidae|Mionictis|dubia|0|10cm-1m|11000|0|0|cso|0|0|a|piscivore|meat|sa|0|0|20022
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Viverridae|Semigenetta|sansaniensis|0|10cm-1m|5000|0|0|cso|0|0|a|invert|mixed|te|scansorial|0|20023
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Viverridae|Viverrictis|modica|0|10cm-1m|800|0|0|cso|0|0|a|invert|mixed|te|0|0|20024
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Viverridae|Leptoplesictis|aurelianesis|0|10cm-1m|500|0|0|cso|0|0|a|invert|0|te|0|0|20025
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Carnivora|Viverridae|Schlossericyon|viverroides|0|10cm-1m|3000|0|0|0|0|0|o|omnivore|plant_dom|te|0|0|20046
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Artiodactyla|Suidae|Listriodon|splendens|0|1m-2m|91000|0|y|bil|bra|L2202|p|herbivore|browse|te|surficial|gen_quad|20200
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Artiodactyla|Palaeochoeridae|Taucanamo|sansaniense|0|10cm-1m|11000|0|0|bun|bra|S2200|o|omnivore|plant_dom|te|surficial|gen_quad|20218
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Perissodactyla|Rhinocerotidae|Brachypotherium|brachypus|0|2m-5m|1600000|0|0|ect|bra|L2212|p|herbivore|br/gr|te|surficial|graviportal|20224
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Perissodactyla|Rhinocerotidae|Hoploaceratherium|tetradactylum|0|2m-5m|751000|0|0|ect|bra|L2212|p|herbivore|browse|te|surficial|gen_quad|20227
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Perissodactyla|Rhinocerotidae|Alicornops|simorrensis|0|2m-5m|650000|0|0|ect|bra|L2212|p|herbivore|browse|te|surficial|cursorial|20230
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Perissodactyla|Rhinocerotidae|Lartetotherium|sansaniense|0|2m-5m|583000|0|0|ect|bra|L2212|p|herbivore|browse|te|surficial|gen_quad|20243
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Primates|Pliopithecidae|Pliopithecus|antiquus|0|10cm-1m|6000|0|0|bun|bra|R2200|p|herbivore|fruit|te|arboreal|0|20258
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Primates|Pliopithecidae|Plesiopliopithecus|auscitanensis|0|10cm-1m|5000|0|0|bun|bra|R2200|p|herbivore|browse|te|arboreal|0|20263
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Perissodactyla|Equidae|Anchitherium|aurelianense|0|1m-2m|0|0|0|ect|bra|L2212|p|herbivore|browse|te|surficial|cursorial|20298
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Perissodactyla|Chalicotheriidae|Chalicotherium|grande|0|2m-5m|0|0|0|ect|bra|LM211|p|herbivore|browse|te|surficial|k_walk|20299
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Insectivora|Erinaceidae|Galerix|exilis|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20340
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Insectivora|Erinaceidae|Lanthanotherium|sansaniensis|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20348
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Insectivora|Talpidae|Proscapanus|sansaniensis|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20380
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Insectivora|Heterosoricidae|Dinosorex|sansaniensis|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20397
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Insectivora|Talpidae|Mygalea|antiqua|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20404
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Insectivora|Talpidae|Talpa|minuta|0|0|0|0|0|0|0|0|a|0|0|0|0|0|20454
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Rodentia|Gliridae|Bransatoglis|astaracensis|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20602
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Rodentia|Gliridae|Glirudinus|undosus|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20603
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Rodentia|Gliridae|Miodyromys|aegercii|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20604
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Rodentia|Gliridae|Myoglis|meini|0|0|0|0|0|0|0|0|p|herbivore|0|0|0|0|20607
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Rodentia|Gliridae|Paraglirulus|werenfelsi|0|0|0|0|0|0|0|0|o|omnivore|0|0|0|0|20610
20002|Sansan|43 54 0 N|43.900002|0 30 0 W|-0.5|15.2|MN 6|0|12.5|MN 6|0|0|France|0|0|0|n|Rodentia|Gliridae|Microdyromys|complicatus|0|0|0|0|0|0|0|0|o|omnivore|0|0|0|0|20612
